31,890
45,195
50,3093
63,2522
64,2251
88,1377
95,283
114,408
136,2482
141,3244
150,2826
157,1949
183,2990
190,3278
213,3098
232,123
301,2173
316,2574
318,2889
326,2520
334,204
336,2588
361,1592
382,1948
390,977
395,2473
416,2873
423,2534
429,3069
447,2821
448,750
457,672
467,1195
484,829
488,132
554,2728
569,3442
572,761
604,3090
605,1901
610,2068
615,3504
618,143
621,1182
658,2405
670,2149
676,2798
688,139
693,2244
720,2384
729,2439
740,2132
741,1877
749,952
786,425
788,1242
790,1192
791,77
800,815
820,2622
823,3326
839,2739
848,2525
865,420
878,3046
901,828
915,2819
932,751
949,2696
1006,15
1027,789
1036,2172
1050,366
1056,2445
1059,2134
1070,388
1103,2602
1124,2675
1141,623
1146,2419
1150,2656
1167,2249
1186,2543
1202,210
1210,2216
1217,3053
1237,3370
1251,1368
1266,2112
1294,3149
1305,390
1340,822
1343,2527
1350,3333
1372,2832
1377,3084
1393,307
1455,3131
1472,2333
1480,1828
1492,194
1496,3243
1507,2185
1560,2878
1562,2685
1574,2736
1585,1624
1660,895
1669,807
1682,3000
1716,12
1752,3056
1754,3042
1762,1692
1766,2247
1777,448
1784,1392
1818,2412
1821,3213
1848,2688
1858,556
1871,3074
1876,774
1880,2686
1891,3286
1902,3277
1910,2633
1920,3424
1921,2848
1926,3151
1951,1659
1965,2468
1972,378
1981,1958
2008,3430
2011,2152
2021,2451
2048,126
2056,2620
2060,985
2085,1682
2116,786
2139,2413
2165,2575
2169,1555
2174,831
2175,3363
2189,2066
2192,1381
2201,2191
2235,637
2251,2847
2265,666
2291,3067
2317,2462
2318,3185
2340,2825
2362,3060
2391,1102
2415,1388
2422,987
2443,3095
2444,463
2504,144
2527,1061
2530,1117
2543,1186
2545,2121
2572,2394
2575,791
2577,1136
2578,2680
2644,3387
2646,2407
2657,2936
2680,185
2709,737
2715,136
2722,3198
2749,2415
2751,1538
2754,2722
2757,1094
2758,1914
2785,2838
2803,513
2844,1414
2856,2330
2876,2228
2906,2623
2927,2339
2935,802
2953,677
3004,2997
3030,2095
3049,67
3051,2805
3067,2156
3068,72
3096,380
3098,2664
3110,765
3144,2131
3162,2672
3166,285
3180,3497
3187,1384
3213,335
3224,294
3239,193
3243,2464
3264,3146
3278,2678
3290,196
3301,1728
3332,486
3334,3492
3338,1163
3348,334
3350,827
3383,2700
3386,1135
3387,381
3400,2517
3405,2846
3409,1391
3416,759
3434,1441
3452,3439
3488,1849
3492,3063
3493,3174
